,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
690,951,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,252729.37159923004,95.95975308092551,175.7132279718887,64.42681258549932,2.9292668664648662
691,952,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,194741.63709670765,82.27670556892299,129.9704762106531,64.42681258549932,288.54026673181096
692,953,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,191477.44327865858,81.56337678729962,140.244257615753,64.42681258549932,254.1371485376758
693,954,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,112708.8449945486,63.23586365406577,87.02258001607808,64.42681258549932,218.265276198454
694,955,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222664.2351133076,90.31549750408257,176.93653087268802,64.42681258549932,306.319216953257
695,956,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,221908.9121084482,96.61705912984525,166.27603603417563,64.42681258549932,0.0
696,960,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,207776.6235020816,90.13776831465665,151.46007972560733,64.42681258549932,12.249150605225266
697,961,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,186496.7368055794,86.9532398413991,137.03737270801193,64.42681258549932,254.1371485376758
698,962,sex_female,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198230.64289162293,90.05086632738278,143.31557819286832,64.42681258549932,0.0
699,963,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185144.49087387568,89.32839470365982,132.66090527738484,64.42681258549932,90.56374124906307
700,964,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,221919.7942197482,95.54019063147199,155.9653751585796,64.42681258549932,163.0830941105937
701,965,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,176173.19815466928,81.28669786184868,129.64371110431946,64.42681258549932,72.25509801638677
702,966,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,233430.47121878498,91.76674477541528,168.05454592011068,64.42681258549932,0.0
703,967,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,218320.68192618765,93.93510028890158,157.19840669015775,64.42681258549932,86.47186008805191
704,968,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,167885.1092324799,85.45040545291288,121.29711595253691,64.42681258549932,0.0
705,971,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,246943.5190937722,94.78557176057407,176.291196718874,64.42681258549932,0.0
706,972,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206291.3810925212,88.35631342970842,151.8307374636447,64.42681258549932,0.0
707,974,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,245838.6651569976,108.46807686147804,176.813869869152,64.42681258549932,49.074952207005985
708,976,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,172427.8992606866,85.4462237989404,127.1478564535602,64.42681258549932,0.0
709,978,sex_male,Size_5,age_19_25,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,154712.3515492888,76.51304258783225,114.96483759276423,64.42681258549932,0.0
710,979,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222865.6054901811,96.15543109289128,160.27569667672486,64.42681258549932,163.0830941105937
711,980,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,180138.18493869124,83.96203571045929,136.2455816102515,64.42681258549932,92.44145413885681
712,981,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,171961.94488894392,80.3070813007971,122.26646341135259,64.42681258549932,0.0
713,982,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,204670.674253177,88.91417911193518,146.2478209676841,64.42681258549932,18.815251440784042
714,983,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,210389.22136560513,90.97538623638643,150.8082574198902,64.42681258549932,0.0
715,984,sex_female,Size_4,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,265618.16097225086,101.23255122511738,188.7540471551988,64.42681258549932,0.0
716,985,sex_female,Size_4,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161508.90135094433,82.41627952397351,121.4331500579001,64.42681258549932,0.0
717,989,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,207178.5686366965,92.18798515612501,150.21228885442102,64.42681258549932,28.292089299782063
718,990,sex_female,Size_5,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173450.55391401832,82.09923722257393,131.84093606437554,64.42681258549932,85.65847794455976
719,992,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161961.2418127731,82.02976325346273,112.82057621478964,64.42681258549932,34.85819013534084
720,993,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,194622.36533949946,90.9515678483996,146.83218062345733,64.42681258549932,288.4887304649089
721,994,sex_female,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222255.71155859655,93.94627545093034,165.41930246924352,64.42681258549932,26.052222991269034
722,995,sex_female,Size_1,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,53613.62658457691,57.06465451328752,34.89211498241465,64.42681258549932,0.0
723,996,sex_male,Size_1,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,220243.71868955603,96.81973812181644,155.9533055725619,64.42681258549932,21.908805563355816
724,997,sex_female,Size_5,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,244242.35606524363,102.71182468143675,174.54534211466918,64.42681258549932,0.0
725,998,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,216968.4633353981,94.68454552489057,158.62793756081012,64.42681258549932,0.0
726,999,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,200944.08776488472,88.84056402811213,150.19210670697578,64.42681258549932,31.06880150799035
727,1000,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,209260.51483543825,89.33220060691677,152.1683664573301,64.42681258549932,0.0
728,1001,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,210724.68888072885,93.34407664056708,149.4794396056564,64.42681258549932,0.0
729,1002,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,238896.00536124443,101.4506288505012,173.83142937019443,64.42681258549932,30.76630897432967
730,1004,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,213053.16284653137,86.42956467558791,147.96575659186493,64.42681258549932,0.0
