,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
367,367,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,203048.19594900002,124.577159419,147.11295365200002,47.56991525423729,24.11235399925339
368,368,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,177168.437347,114.95184385200001,133.738233379,47.56991525423729,0.0
369,369,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197968.986053,116.882919567,134.994397531,47.56991525423729,144.8710688921085
370,370,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,306016.421414,146.669759648,226.85239404200001,47.56991525423729,0.0
371,371,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246041.15784699997,132.39182306,183.77329945900001,47.56991525423729,38.604936535834675
372,372,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,262655.22110300005,129.59765279200002,194.111828507,47.56991525423729,0.0
373,373,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,143653.724755,101.792362189,94.4478657374,47.56991525423729,0.0
374,374,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,314731.850092,147.922968143,226.520886142,47.56991525423729,44.4381741581658
375,375,sex_female,Urbanity_Urban,Size_9,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,295130.928302,144.410068338,224.917320191,47.56991525423729,16.480049266348278
376,376,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,227618.455352,126.22013986700001,166.24514359399998,47.56991525423729,0.0
377,377,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,307122.593092,156.236939131,218.51434357099998,47.56991525423729,0.0
378,378,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,172485.346071,119.39913038200001,132.061883447,47.56991525423729,0.0
379,379,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,233454.42341100003,124.77667730600001,165.1988618,47.56991525423729,86.80797529697452
380,380,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220889.88971199997,131.904531144,162.325414196,47.56991525423729,169.04202004887685
381,381,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,230511.43500300002,124.026357824,171.925734965,47.56991525423729,44.726556471262484
382,382,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,283207.333483,143.014619929,197.55303831900002,47.56991525423729,0.0
383,383,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,328525.368564,166.355547922,235.77041216599997,47.56991525423729,44.93726712018267
384,384,sex_female,Urbanity_Urban,Size_9,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,339957.25847199996,157.325801865,245.824881891,47.56991525423729,50.87324943986065
385,385,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,182869.43248299998,115.72989085100001,134.633942385,47.56991525423729,61.98136588650862
386,386,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,131505.698223,95.741254824,85.99366442739999,47.56991525423729,25.9887025229317
387,387,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,110517.90355599999,96.5346016516,83.68993720579999,47.56991525423729,0.0
388,388,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,121086.197619,103.535807891,89.4142322934,47.56991525423729,0.0
389,389,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220038.691627,126.24850328,148.323374873,47.56991525423729,135.78710326348101
390,390,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,248093.4067,135.691837478,174.205554921,47.56991525423729,0.0
391,391,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,126454.087195,101.97814685899999,92.7037098256,47.56991525423729,0.0
392,392,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246974.43787399997,124.533678344,162.732969369,47.56991525423729,18.768130171210714
393,393,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,288835.61347,148.19390249999998,206.00205809599998,47.56991525423729,22.606246977439355
394,394,sex_male,Urbanity_Urban,Size_10,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,203725.39137,125.970648446,149.065802914,47.56991525423729,28.000001587810097
395,395,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,241030.085494,136.55565071799998,177.10945971400002,47.56991525423729,19.86850039925831
396,396,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,222927.887635,125.977392204,165.529223434,47.56991525423729,136.88747349152862
397,397,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263120.909715,139.804481155,183.523146658,47.56991525423729,78.22310263036397
398,398,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263601.311308,142.12145914299998,194.03958588400002,47.56991525423729,0.0
399,399,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,261496.293483,138.20551633899998,190.61276715,47.56991525423729,0.0
400,400,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199273.139095,115.272388044,148.88869019700002,47.56991525423729,0.0
401,401,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220959.30928299998,125.419252909,166.975962071,47.56991525423729,137.38656645354553
402,402,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,234884.526272,130.87822224299998,170.271078053,47.56991525423729,0.0
403,403,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,202079.476758,120.701880282,148.374715718,47.56991525423729,106.64171668549739
404,404,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,225055.04677800002,125.41910810700001,172.95860981299998,47.56991525423729,0.0
405,405,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,127191.161123,94.985517021,87.9849306258,47.56991525423729,36.44179583927221
406,406,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199237.95870999998,120.80336000000001,149.832348126,47.56991525423729,3.7126434003053483
407,407,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,235465.06391,131.129020354,171.655172161,47.56991525423729,38.10584357381781
408,408,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251446.46826599998,133.178806405,177.88430085599998,47.56991525423729,0.0
409,409,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,274464.228939,135.579779155,200.97012934,47.56991525423729,0.0
410,410,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,295489.607808,147.049463575,216.206105768,47.56991525423729,0.0
411,411,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,178964.14470799998,113.416550829,131.86615789299998,47.56991525423729,118.72196462273925
412,412,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,248305.637792,132.84537128899998,183.064726345,47.56991525423729,148.70918569833714
413,413,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,244774.59686700001,130.970731565,174.798663356,47.56991525423729,55.1525217016432
414,414,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171702.775972,107.16313523,119.461187865,47.56991525423729,133.04935668529995
415,415,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,138013.022681,93.60065511549999,93.2856549177,47.56991525423729,115.38294077852751
416,416,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197730.373208,116.932627971,130.93099031399998,47.56991525423729,144.8710688921085
417,417,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,164105.474671,108.859738426,120.517469388,47.56991525423729,30.903347579235263
418,418,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,202961.44183499998,121.40155393799999,148.240249304,47.56991525423729,1.702991530468984
419,419,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,240128.751122,127.415345331,175.691969392,47.56991525423729,19.86850039925831
420,420,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236787.559708,127.36081451,179.137925464,47.56991525423729,51.77946753987957
421,421,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210384.907962,120.071616491,158.307343149,47.56991525423729,168.54292708685995
422,422,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,226271.37293,130.077484255,163.168122936,47.56991525423729,51.28037457786262
423,423,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223209.571454,123.776750495,164.953678844,47.56991525423729,58.44542151429027
424,424,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,260759.740073,133.75679908,190.83880429299998,47.56991525423729,171.280673665041
425,425,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263758.602673,138.011211084,193.96724355599997,47.56991525423729,3.327658823382515
426,426,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,305802.84774299996,149.133602403,218.640479692,47.56991525423729,0.0
427,427,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255595.94211799998,139.450201658,189.56812357,47.56991525423729,73.35588117531607
428,428,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,272400.588601,146.702524562,204.056351814,47.56991525423729,73.85497413733295
429,429,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,139548.005306,108.08385239200001,107.148958057,47.56991525423729,125.51295820272117
430,430,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_no,AC_yes,225188.57291100002,119.001614642,168.891453448,47.56991525423729,44.99999905166723
431,431,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180949.656199,104.536530179,121.417440192,47.56991525423729,47.442257771633976
432,432,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,193939.707318,112.423170482,140.889630405,47.56991525423729,3.7126434003053483
433,433,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,196867.330239,119.53907370200001,141.98782539,47.56991525423729,35.86718995765363
434,434,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,264424.35131,130.406471053,188.01961810900002,47.56991525423729,139.62522006970966
435,435,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,260432.335571,138.72951948899998,188.050976862,47.56991525423729,0.0
436,436,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,260528.014412,137.158489779,188.47338678900002,47.56991525423729,77.7240096683471
437,437,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238617.461955,131.871981969,175.851219097,47.56991525423729,19.624920982531293
438,438,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,241124.542136,123.03125205799999,162.662619782,47.56991525423729,0.0
439,439,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215113.84320700003,125.663519366,161.41369001200002,47.56991525423729,19.15516465057187
440,440,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,195432.131406,120.912009708,148.74846204600001,47.56991525423729,3.7126434003053483
441,441,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,198993.196032,113.757639758,125.68423251700001,47.56991525423729,2.612273172257752
442,442,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210051.082763,129.281200402,156.447760347,47.56991525423729,0.0
443,443,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,115578.001108,99.8673753951,86.14204975620001,47.56991525423729,94.76810843467297
444,444,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,249866.761394,136.798924032,177.08054920799998,47.56991525423729,6.949482940503348
445,445,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,240221.944837,139.07700417799998,178.30508812099998,47.56991525423729,19.86850039925831
446,446,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254728.84308299999,142.539491645,183.353783275,47.56991525423729,0.0
447,447,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,152183.714481,100.38471681799999,111.169047408,47.56991525423729,0.0
448,448,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,196155.33823199998,112.632865236,129.940622436,47.56991525423729,0.0
449,449,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,194702.281961,125.361926218,146.31162438299998,47.56991525423729,3.7126434003053483
450,450,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,241831.87278200002,138.664716332,167.334548085,47.56991525423729,0.0
451,451,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,235100.314216,139.81156216,175.99139251,47.56991525423729,45.22564943327935
452,452,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,289198.90616199997,143.569090992,199.65605817099998,47.56991525423729,47.9633960114604
453,453,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,203593.663649,113.21748095299999,153.229359491,47.56991525423729,136.41771715956915
454,454,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,245479.321307,123.87117452700001,172.662986973,47.56991525423729,6.4503899784863945
455,455,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210020.957052,122.491961189,161.959015564,47.56991525423729,0.0
456,456,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,214766.13896100002,129.61570624200002,162.497834735,47.56991525423729,0.0
457,457,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,303659.478434,149.079877048,219.90845183099998,47.56991525423729,0.0
458,458,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,222686.74931100002,125.18268772200001,163.795748476,47.56991525423729,51.28037457786262
459,459,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,329902.791203,152.452109411,246.12043840200002,47.56991525423729,27.897332582290005
460,460,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,244263.027064,129.980917095,180.408069178,47.56991525423729,0.0
461,461,sex_female,Urbanity_Urban,Size_6,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,294057.222744,151.193297239,212.234818979,47.56991525423729,13.38949248094988
462,462,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,161263.297155,111.32319519299999,115.252772605,47.56991525423729,7.994892148433987
