DOEID,TYPEHUQ,NWEIGHT,HDD65,CDD65,HDD30YR,CDD30YR,Climate_Region_Pub,UR,KOWNRENT,YEARMADE,NUMFLRS,NUMAPTS,WALLTYPE,ROOFTYPE,STORIES,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,AIRCOND,COOLTYPE,USEEL,ELWARM,ELECAUX,ELCOOL,ELWATER,ELFOOD,ELOTHER,HHSEX,EMPLOYHH,EDUCATION,NHSLDMEM,HHAGE,MONEYPY,TOTSQFT_EN,KWH,DOLLAREL,CUFEETNG,DOLLARNG,GALLONLP,DOLLARLP,GALLONFO,DOLLARFO,GALLONKER,BTUKER,DOLLARKER,BTUWOOD,TOTALBTU,TOTALDOL,TOTSQMT_EN
3095,House,10277.1,3625.0,1557.0,3778.0,1678.0,4,R,Owned,2002,-2,-2,3,6,10,3,2,0,2,5,1,1,1,1,0,1,1,1,1,Male,1,collage,4,63,21906.087575649697,1053.0,11892.0,1367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40576.0,1367.0,97.929
3096,Apartment,7525.33,4811.0,891.0,4842.0,1105.0,4,U,Rented,1940,-2,-2,1,6,-2,3,1,0,3,6,0,-2,1,0,0,0,0,1,1,Male,1,collage,3,50,25035.52865788537,744.0,4100.0,704.0,903.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106547.0,2055.0,69.192
3097,Apartment,20518.25,5957.0,675.0,5738.0,1038.0,1,U,Owned,1935,-2,-2,1,6,-2,2,1,0,3,5,1,2,1,0,0,1,0,0,1,Male,0,collage,4,61,28164.96974012104,1249.0,11401.0,1442.0,1708.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213970.0,3035.0,116.157
3098,Apartment,7326.18,1346.0,1318.0,1540.0,1273.0,2,U,Rented,1988,5,100,7,-2,-2,2,2,0,2,4,1,2,1,0,0,1,0,0,1,Male,1,master,2,27,62588.821644713425,667.0,4971.0,733.0,215.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38999.0,1004.0,62.031
3099,House,6576.85,1092.0,3670.0,1042.0,3474.0,3,R,Owned,1960,-2,-2,2,3,10,2,1,0,3,5,1,1,1,1,0,1,0,0,1,Female,2,master,4,33,59459.38056247775,1025.0,21108.0,2681.0,0.0,0.0,200.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,90286.0,3111.0,95.325
3100,Apartment,10858.46,6677.0,379.0,7000.0,387.0,1,U,Rented,1972,2,5,1,-2,-2,1,1,0,2,3,0,-2,1,0,0,0,0,0,1,Female,1,master,1,55,28164.96974012104,729.0,4199.0,721.0,44.0,65.0,0.0,0.0,448.0,1139.0,0.0,0.0,0.0,0.0,80983.0,1925.0,67.797
3101,House,15220.06,5926.0,699.0,5620.0,934.0,1,U,Owned,1996,-2,-2,3,5,20,4,2,1,4,8,1,1,1,0,0,1,0,1,1,Male,1,doctorate,2,30,31294.410822356713,2354.0,5227.0,774.0,1020.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122385.0,1953.0,218.922
3102,Apartment,7667.19,2387.0,714.0,2246.0,643.0,5,U,Owned,1986,2,10,2,-2,-2,1,1,0,2,3,0,-2,1,1,0,0,1,1,1,Male,0,master,2,67,31294.410822356713,673.0,3885.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13256.0,472.0,62.589
3103,House,9511.16,2071.0,2514.0,2137.0,2372.0,2,U,Owned,1992,-2,-2,4,1,20,5,3,1,4,9,1,1,1,1,1,1,0,0,1,Female,2,master,6,43,75106.58597365611,4493.0,24803.0,2723.0,701.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156481.0,3901.0,417.849
3104,House,13602.36,6391.0,408.0,6475.0,647.0,1,U,Owned,2001,-2,-2,3,5,20,4,3,1,6,10,1,1,1,1,1,1,1,1,1,Female,1,master,4,38,75106.58597365611,3567.0,18204.0,1571.0,1010.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165637.0,2516.0,331.731
3105,House,10329.37,3949.0,1585.0,5453.0,804.0,4,U,Rented,1950,-2,-2,1,2,20,3,1,0,4,7,1,1,1,0,0,1,0,0,1,Female,0,primary,4,33,1564.7205411178356,1559.0,4780.0,815.0,911.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109687.0,1989.0,144.987
3106,House,6297.04,1078.0,2661.0,1014.0,2652.0,3,U,Rented,1980,-2,-2,7,2,10,3,2,0,2,5,1,1,1,1,0,1,1,1,1,Male,0,master,3,71,37553.292986828055,1994.0,15674.0,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53480.0,1764.0,185.442
3107,House,8324.53,832.0,1403.0,1090.0,1240.0,2,U,Rented,1920,-2,-2,7,5,10,2,1,0,2,4,0,-2,1,0,0,0,0,0,1,Female,0,collage,1,63,6258.882164471343,783.0,2232.0,6.0,237.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31908.0,229.0,72.819
3108,House,4929.41,5430.0,902.0,5428.0,1167.0,4,U,Owned,1960,-2,-2,2,5,10,3,2,0,6,9,1,1,1,0,0,1,0,0,1,Male,1,doctorate,1,43,37553.292986828055,2006.0,7344.0,838.0,988.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126328.0,1999.0,186.558
3109,Apartment,6041.98,7227.0,443.0,6991.0,780.0,1,U,Rented,1980,-2,-2,2,5,-2,2,1,0,2,4,1,1,1,0,0,1,0,1,1,Female,1,collage,2,22,9388.323246707014,704.0,2452.0,420.0,409.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50289.0,851.0,65.472
3110,House,6182.98,1847.0,2948.0,1859.0,2686.0,3,U,Owned,1974,-2,-2,1,1,10,3,1,0,3,6,1,1,1,0,0,1,0,0,1,Male,1,collage,5,44,25035.52865788537,1325.0,13838.0,1750.0,510.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99490.0,2424.0,123.225
3111,Apartment,6900.59,957.0,3127.0,978.0,2902.0,3,U,Rented,1966,3,12,3,-2,-2,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Female,1,master,2,30,34423.85190459238,1039.0,6753.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23041.0,901.0,96.627
3113,House,7169.31,1129.0,2047.0,1381.0,1498.0,2,U,Owned,1987,-2,-2,4,1,10,5,2,0,4,9,1,1,1,0,0,1,0,1,1,Female,1,master,3,41,53200.498398006406,2308.0,8978.0,1579.0,266.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57898.0,1881.0,214.644
3114,House,11330.02,5965.0,737.0,6117.0,849.0,1,U,Owned,2006,-2,-2,1,5,10,3,2,0,4,7,1,1,1,0,0,1,0,1,1,Female,0,collage,4,23,37553.292986828055,4370.0,17833.0,1648.0,1015.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164884.0,2505.0,406.41
3115,House,5311.62,5879.0,441.0,5413.0,629.0,1,R,Owned,1973,-2,-2,5,5,20,4,3,0,5,9,0,-2,1,1,1,0,1,1,1,Male,1,master,1,55,75106.58597365611,2904.0,15462.0,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,52756.0,1385.0,270.072
3116,House,15864.36,5093.0,940.0,5091.0,997.0,4,U,Owned,1952,-2,-2,1,6,10,3,1,0,2,5,1,1,1,1,1,1,0,1,1,Male,1,master,3,60,50071.05731577074,3630.0,4832.0,619.0,636.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81677.0,1615.0,337.59
3117,House,20582.94,4859.0,994.0,4756.0,1225.0,4,U,Owned,1938,-2,-2,3,5,20,3,2,0,4,7,1,2,1,0,0,1,0,0,1,Female,0,primary,1,84,9388.323246707014,5250.0,4448.0,812.0,122.0,235.0,0.0,0.0,965.0,2615.0,0.0,0.0,0.0,0.0,161518.0,3662.0,488.25
3119,House,7577.54,1995.0,2910.0,2200.0,2625.0,3,U,Owned,1930,-2,-2,1,5,10,3,2,0,2,5,1,1,1,0,0,1,0,1,1,Male,1,primary,3,39,18776.646493414028,2044.0,10789.0,1336.0,510.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89087.0,1907.0,190.09199999999998
3120,House,6910.33,1912.0,2399.0,1950.0,2216.0,3,U,Owned,1985,-2,-2,3,5,10,2,1,0,3,5,1,1,1,1,1,1,0,0,1,Female,1,master,2,41,28164.96974012104,960.0,7339.0,1044.0,116.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36931.0,1332.0,89.28
3121,Apartment,29412.13,5812.0,762.0,5826.0,1041.0,1,U,Rented,1995,3,70,2,-2,-2,1,1,0,2,3,1,1,1,0,0,1,0,1,1,Female,0,collage,1,72,3129.4410822356713,517.0,2193.0,296.0,114.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19168.0,599.0,48.081
3122,House,7093.98,1692.0,2050.0,2108.0,1581.0,2,U,Owned,1990,-2,-2,4,6,10,3,2,0,4,7,1,1,1,0,0,1,0,0,1,Male,1,master,3,39,62588.821644713425,2081.0,8001.0,1250.0,755.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104687.0,2004.0,193.533
3123,House,6513.94,2433.0,2440.0,2505.0,2460.0,2,R,Rented,1990,-2,-2,1,5,10,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Female,2,collage,1,64,6258.882164471343,644.0,10206.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34823.0,1424.0,59.892
3124,House,6297.04,1071.0,2672.0,996.0,2683.0,3,U,Owned,2000,-2,-2,4,5,10,2,3,0,6,8,1,1,1,1,0,1,1,1,1,Male,2,doctorate,2,62,75106.58597365611,4150.0,19133.0,2187.0,0.0,0.0,176.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,81334.0,2667.0,385.95
3125,House,7577.54,2313.0,2372.0,2484.0,2416.0,3,U,Owned,1950,-2,-2,2,5,10,3,1,0,3,6,1,1,1,0,0,1,0,0,1,Female,0,collage,2,73,28164.96974012104,958.0,10135.0,1255.0,1136.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151021.0,2477.0,89.094
3126,House,14567.19,4257.0,391.0,2758.0,1933.0,2,U,Owned,1979,-2,-2,1,6,10,3,2,0,3,6,0,-2,1,1,1,0,0,0,1,Male,2,collage,2,78,50071.05731577074,2183.0,9611.0,1105.0,526.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86708.0,1596.0,203.019
3127,House,8458.37,3576.0,1303.0,3642.0,1271.0,4,U,Owned,1962,-2,-2,2,5,20,4,3,0,3,7,1,1,1,0,0,1,1,1,1,Male,0,collage,2,70,12517.764328942685,4424.0,18281.0,2034.0,597.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123568.0,3098.0,411.432
3128,House,4559.17,5411.0,736.0,5423.0,871.0,1,U,Rented,1970,-2,-2,2,5,31,3,2,0,3,6,1,1,1,0,0,1,0,1,1,Female,1,master,6,39,25035.52865788537,1680.0,13526.0,1330.0,697.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,117594.0,1949.0,156.24
3129,House,7476.81,2445.0,2006.0,2434.0,2018.0,3,U,Owned,1976,-2,-2,2,6,10,3,2,0,4,7,1,1,1,1,0,1,1,1,1,Female,0,collage,1,60,4694.161623353507,1634.0,12727.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,43425.0,1368.0,151.962
3130,House,7169.31,1085.0,1630.0,1322.0,1367.0,2,U,Owned,1959,-2,-2,4,5,10,3,2,0,2,5,0,-2,1,0,0,0,0,0,1,Female,0,primary,4,51,25035.52865788537,1760.0,4731.0,446.0,359.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52940.0,810.0,163.68
3131,House,13851.28,4631.0,476.0,4659.0,288.0,5,U,Rented,1948,-2,-2,2,5,10,3,1,0,2,5,0,-2,1,1,0,0,1,1,1,Female,0,collage,2,50,9388.323246707014,1390.0,13540.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,46198.0,1388.0,129.27
3132,House,11256.05,8149.0,314.0,8055.0,439.0,1,R,Owned,1990,-2,-2,2,6,20,3,3,0,5,8,1,1,1,1,1,1,1,0,1,Male,1,doctorate,1,65,53200.498398006406,5049.0,9868.0,1138.0,0.0,0.0,530.0,830.0,0.0,0.0,0.0,0.0,0.0,20000.0,82075.0,1968.0,469.557
3134,House,17923.34,3120.0,1769.0,2835.0,1700.0,4,R,Owned,1982,-2,-2,2,5,20,3,2,1,2,5,1,1,1,1,0,1,1,0,1,Female,0,collage,2,77,28164.96974012104,1552.0,19473.0,2080.0,49.0,65.0,200.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,89731.0,2619.0,144.336
3135,Apartment,6792.34,5994.0,717.0,6473.0,890.0,1,U,Rented,1973,2,9,1,-2,-2,2,2,0,3,5,1,1,1,0,0,1,0,1,1,Female,0,collage,1,84,15647.205411178356,1085.0,2535.0,279.0,610.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71175.0,884.0,100.905
3136,House,6004.19,217.0,4245.0,254.0,3796.0,3,U,Owned,1987,-2,-2,7,6,10,4,2,0,4,8,1,1,1,1,0,1,1,1,1,Male,0,collage,3,57,28164.96974012104,1997.0,19904.0,2543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67912.0,2543.0,185.721
3137,Apartment,9121.98,6669.0,441.0,6688.0,598.0,1,U,Rented,1980,-2,-2,1,4,-2,2,1,0,3,5,1,2,1,1,1,1,0,1,1,Female,1,collage,2,46,40682.73406906373,1163.0,7875.0,781.0,394.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67255.0,1381.0,108.159
3138,House,8827.7,2293.0,2509.0,2278.0,2535.0,3,U,Owned,1972,-2,-2,1,5,10,4,3,0,5,9,0,-2,1,1,0,0,1,1,1,Male,2,collage,1,68,21906.087575649697,2950.0,5075.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17316.0,628.0,274.35
3139,House,5878.4,1082.0,3166.0,991.0,2893.0,3,U,Rented,1982,-2,-2,4,5,20,4,3,0,4,8,1,1,1,1,0,1,1,1,1,Male,1,master,5,28,50071.05731577074,2910.0,26591.0,3971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90728.0,3971.0,270.63
3140,House,7571.03,2786.0,156.0,2890.0,137.0,5,R,Rented,1965,-2,-2,2,7,10,2,1,0,2,4,0,-2,1,1,0,0,0,0,1,Female,0,master,6,42,12517.764328942685,614.0,6399.0,1096.0,509.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74006.0,1863.0,57.102
3141,House,6858.53,1976.0,2509.0,2330.0,2029.0,2,U,Owned,1982,-2,-2,4,5,10,4,2,0,4,8,1,1,1,0,0,1,0,0,1,Female,0,collage,2,55,59459.38056247775,1750.0,16339.0,4013.0,479.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104847.0,4558.0,162.75
3142,House,2935.68,5199.0,943.0,5085.0,1294.0,4,U,Owned,1990,-2,-2,3,5,31,5,3,1,7,12,1,3,1,0,0,1,0,1,1,Female,1,collage,2,54,25035.52865788537,3746.0,18345.0,1568.0,924.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157303.0,2650.0,348.378
3143,House,11655.0,4682.0,221.0,4799.0,138.0,5,U,Owned,1967,-2,-2,2,5,10,5,2,0,5,10,0,-2,1,1,1,0,0,1,1,Male,1,master,3,65,75106.58597365611,3377.0,14484.0,963.0,945.0,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,146282.0,2256.0,314.061
3144,House,3912.87,6964.0,323.0,6850.0,439.0,1,U,Owned,1942,-2,-2,3,5,20,2,1,0,4,6,1,2,1,0,0,1,0,1,1,Male,0,collage,2,71,18776.646493414028,2075.0,3575.0,456.0,0.0,0.0,0.0,0.0,958.0,2356.0,0.0,0.0,0.0,0.0,145063.0,2812.0,192.975
3145,House,6711.25,27.0,5173.0,13.0,4941.0,3,U,Rented,1978,-2,-2,2,3,10,4,1,1,3,7,1,2,1,0,0,1,1,1,1,Male,2,collage,7,38,37553.292986828055,1720.0,11674.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39832.0,1848.0,159.96
3146,House,6206.52,2688.0,2111.0,2861.0,1820.0,2,R,Owned,1964,-2,-2,2,5,10,3,2,1,3,6,1,1,1,1,1,1,0,1,1,Male,0,master,2,76,31294.410822356713,1820.0,4142.0,486.0,0.0,0.0,188.0,513.0,0.0,0.0,0.0,0.0,0.0,80000.0,31303.0,999.0,169.26
3147,Apartment,12253.98,4929.0,906.0,4514.0,1267.0,4,U,Rented,1987,-2,-2,1,5,-2,2,2,0,3,5,1,1,1,0,0,1,1,1,1,Male,2,master,3,21,3129.4410822356713,1144.0,5011.0,744.0,399.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57996.0,1454.0,106.392
3148,House,7503.02,2698.0,694.0,2679.0,571.0,5,U,Owned,1959,-2,-2,4,2,10,3,1,0,3,6,1,1,1,1,1,1,0,1,1,Male,1,master,3,40,75106.58597365611,1121.0,5086.0,646.0,390.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57328.0,1093.0,104.253
3149,House,9229.51,3591.0,1635.0,3709.0,1868.0,2,U,Rented,1949,-2,-2,6,5,10,2,1,0,3,5,1,1,1,0,0,1,0,1,1,Female,1,collage,1,50,28164.96974012104,996.0,11192.0,945.0,573.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96920.0,1585.0,92.628
3150,Apartment,13388.73,5061.0,721.0,5244.0,781.0,4,U,Owned,1966,7,84,1,-2,-2,2,2,0,2,4,1,1,1,1,1,1,0,0,1,Female,2,doctorate,3,74,75106.58597365611,1499.0,2026.0,415.0,789.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87786.0,1447.0,139.407
3151,House,6644.69,2601.0,1960.0,2399.0,2161.0,3,U,Owned,1970,-2,-2,1,5,10,4,2,0,3,7,1,1,1,0,0,1,0,0,1,Female,1,collage,4,55,18776.646493414028,2016.0,21403.0,2423.0,827.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157795.0,3707.0,187.488
3152,House,9986.67,4160.0,1211.0,4221.0,1186.0,4,R,Owned,2004,-2,-2,3,5,10,3,2,0,2,5,1,1,1,1,0,1,1,1,1,Male,1,collage,2,32,3129.4410822356713,1683.0,16888.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57622.0,1565.0,156.519
3153,House,6800.58,383.0,3797.0,393.0,3380.0,3,U,Owned,2004,-2,-2,1,5,10,3,2,0,6,9,1,1,1,1,0,1,1,1,1,Female,1,collage,4,52,56329.93948024208,1976.0,18597.0,2311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63453.0,2311.0,183.768
3154,Apartment,7100.19,6818.0,327.0,6527.0,564.0,1,U,Owned,1970,1,7,1,-2,-2,2,1,0,2,4,0,-2,1,1,1,0,0,1,1,Female,2,master,2,31,9388.323246707014,776.0,5211.0,780.0,333.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51913.0,1398.0,72.168
3155,Apartment,7140.04,2251.0,652.0,2313.0,599.0,5,U,Owned,2001,-2,-2,4,1,-2,4,3,1,4,8,0,-2,1,0,0,0,0,0,1,Male,1,master,2,45,34423.85190459238,2643.0,8147.0,1288.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43172.0,1438.0,245.799
3156,House,9673.88,4657.0,1128.0,4225.0,1247.0,4,R,Owned,2005,-2,-2,2,5,20,4,3,1,4,8,1,1,1,1,0,1,1,0,1,Female,1,doctorate,3,28,50071.05731577074,4900.0,31370.0,3884.0,60.0,82.0,466.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,155804.0,4861.0,455.7
3157,House,6252.35,3151.0,1689.0,3021.0,1616.0,4,U,Owned,2007,-2,-2,4,5,20,6,4,1,7,13,1,1,1,1,0,1,1,0,1,Male,1,doctorate,5,40,75106.58597365611,5630.0,29149.0,3160.0,1112.0,1784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213436.0,4944.0,523.59
3158,House,8518.84,6596.0,460.0,6884.0,408.0,1,R,Owned,2002,-2,-2,3,5,20,4,2,1,3,7,1,2,1,0,0,1,0,1,1,Female,1,master,4,44,62588.821644713425,10048.0,8962.0,1356.0,0.0,0.0,0.0,0.0,1444.0,3367.0,0.0,0.0,0.0,40000.0,230846.0,4723.0,934.4639999999999
3159,House,2814.88,5345.0,946.0,5118.0,1283.0,4,U,Owned,1967,-2,-2,2,5,10,3,3,0,3,6,1,1,1,0,0,1,1,1,1,Female,1,doctorate,4,42,50071.05731577074,5474.0,14892.0,1117.0,664.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118873.0,2121.0,509.082
3160,House,6418.68,473.0,3966.0,477.0,3599.0,3,R,Owned,1963,-2,-2,4,5,10,2,2,1,3,5,1,1,1,1,1,1,1,1,1,Female,1,collage,1,52,28164.96974012104,1022.0,14184.0,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48396.0,1928.0,95.04599999999999
3161,House,16762.2,6438.0,554.0,6291.0,757.0,1,U,Owned,1993,-2,-2,3,6,10,3,2,0,5,8,1,1,1,1,1,1,0,1,1,Male,2,master,2,65,37553.292986828055,3264.0,6258.0,788.0,865.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110015.0,1734.0,303.552
3162,House,6905.04,2393.0,2399.0,2530.0,2360.0,3,U,Owned,1949,-2,-2,2,5,10,3,1,1,2,5,1,1,1,1,0,1,0,0,1,Male,1,primary,5,30,18776.646493414028,1544.0,16911.0,2604.0,260.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84350.0,3032.0,143.592
3163,House,7925.49,6659.0,399.0,6619.0,580.0,1,R,Owned,1993,-2,-2,3,6,20,3,2,0,2,5,1,2,1,1,0,1,1,1,1,Female,1,collage,2,49,75106.58597365611,3659.0,18048.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61580.0,1477.0,340.287
3164,Apartment,7706.01,215.0,4307.0,210.0,3911.0,3,U,Rented,1990,1,8,7,-2,-2,2,2,0,2,4,1,1,1,1,0,1,1,1,1,Male,1,collage,1,38,15647.205411178356,1440.0,9199.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31387.0,1133.0,133.92
3165,Apartment,3514.9,4626.0,1097.0,4570.0,1392.0,4,U,Rented,2004,1,16,1,-2,-2,2,2,0,2,4,1,1,1,1,0,1,1,1,1,Female,1,master,2,23,12517.764328942685,1100.0,10409.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35516.0,737.0,102.3
3166,Apartment,9831.74,6076.0,558.0,5924.0,743.0,1,U,Rented,1920,6,60,1,-2,-2,-2,1,0,1,1,1,2,1,0,0,1,0,0,1,Male,1,doctorate,1,26,21906.087575649697,490.0,1359.0,279.0,35.0,52.0,0.0,0.0,442.0,1057.0,0.0,0.0,0.0,0.0,69457.0,1388.0,45.57
3167,Apartment,25234.46,4467.0,1047.0,5056.0,1065.0,4,U,Rented,1948,-2,-2,1,8,-2,1,1,0,3,4,1,2,1,0,0,1,0,0,1,Female,0,primary,1,55,6258.882164471343,639.0,3377.0,392.0,750.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88397.0,1485.0,59.427
3168,House,7756.87,2490.0,2451.0,2640.0,2412.0,3,R,Owned,2006,-2,-2,1,5,20,5,4,1,7,12,1,1,1,0,0,1,0,1,1,Female,0,collage,4,36,75106.58597365611,10662.0,34809.0,3603.0,1545.0,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277131.0,5365.0,991.566
3169,House,5518.22,7147.0,274.0,6959.0,390.0,1,R,Rented,1920,-2,-2,2,6,20,2,1,0,3,5,0,-2,1,1,1,0,1,1,1,Female,1,collage,1,72,37553.292986828055,1872.0,4546.0,1006.0,0.0,0.0,0.0,0.0,562.0,1346.0,0.0,0.0,0.0,0.0,93455.0,2352.0,174.096
3170,House,6557.73,186.0,4422.0,194.0,4073.0,3,U,Owned,1962,-2,-2,7,2,10,3,2,0,2,5,1,1,1,1,0,1,1,1,1,Female,1,collage,6,39,18776.646493414028,800.0,29651.0,3830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101169.0,3830.0,74.4
3172,House,5600.99,5887.0,570.0,6473.0,552.0,1,R,Owned,2005,-2,-2,7,5,10,5,4,1,5,10,1,1,1,0,0,1,0,0,1,Male,1,doctorate,4,45,75106.58597365611,4571.0,14824.0,1841.0,1666.0,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221344.0,3522.0,425.103
3173,House,6007.78,2484.0,2457.0,2554.0,2495.0,3,U,Rented,2006,-2,-2,1,5,20,3,2,1,3,6,1,1,1,0,0,1,0,1,1,Male,1,master,3,47,75106.58597365611,2864.0,14171.0,2154.0,651.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115079.0,2967.0,266.352
3174,House,16630.16,3776.0,1772.0,3775.0,1953.0,4,U,Owned,1998,-2,-2,1,5,10,3,2,1,4,7,1,1,1,0,0,1,0,1,1,Female,1,master,2,26,34423.85190459238,2394.0,10216.0,867.0,1347.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172925.0,2246.0,222.642
3175,House,5629.1,5650.0,597.0,5907.0,667.0,1,U,Owned,1950,-2,-2,2,6,20,3,1,0,4,7,1,2,1,0,0,1,0,1,1,Female,0,collage,2,85,21906.087575649697,2749.0,2532.0,425.0,0.0,0.0,0.0,0.0,698.0,1509.0,0.0,0.0,0.0,0.0,105444.0,1934.0,255.657
3176,House,7951.52,13.0,2684.0,0.0,2535.0,3,U,Owned,1968,-2,-2,2,6,10,4,2,0,5,9,1,2,1,0,0,1,1,1,1,Female,0,master,2,65,25035.52865788537,1821.0,8419.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28726.0,1833.0,169.353
3177,House,6453.26,3125.0,1738.0,3104.0,1588.0,4,R,Owned,2005,-2,-2,2,3,10,3,2,0,3,6,1,1,1,0,0,1,1,1,1,Male,1,master,4,46,62588.821644713425,2384.0,15551.0,1308.0,0.0,0.0,450.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,94126.0,2449.0,221.712
3178,House,6297.04,484.0,3655.0,578.0,3091.0,3,R,Rented,1977,-2,-2,4,6,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Male,1,master,3,57,28164.96974012104,1298.0,21828.0,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74477.0,2501.0,120.714
